Serial  Exact_Count  Global_Count  Error
852  538962  530801  1.5142
853  540421  532327  1.49765
854  542032  533517  1.57087
855  543493  533858  1.77275
856  545147  535737  1.7261
857  546872  538476  1.53525
858  548379  541050  1.33651
859  550077  542082  1.45344
860  551691  543116  1.55423
861  553243  544326  1.61179
862  554749  546058  1.56664
863  556339  547794  1.53585
864  558057  550057  1.43354
865  559749  551104  1.5445
866  561303  553552  1.38093
867  562964  555304  1.36063
868  564627  556182  1.49565
869  566329  557591  1.543
870  568080  559531  1.5049
871  569562  560769  1.54384
872  571198  562187  1.57762
873  572738  563253  1.65605
874  574423  564856  1.66555
875  576119  566998  1.58323
876  577688  569144  1.47894
877  579333  570220  1.57297
878  581149  572377  1.50939
879  582844  573457  1.61048
880  584564  574540  1.71474
881  586324  577074  1.57769
882  588005  579068  1.51991
883  589716  580522  1.55909
884  591481  582890  1.45244
885  593213  585081  1.37084
886  594968  586728  1.38502
887  596723  588378  1.39846
888  598394  589481  1.48953
889  600118  591139  1.4962
890  602002  593171  1.46701
891  603701  594651  1.49904
892  605472  596877  1.41963
893  607249  597992  1.52446
894  608873  600041  1.45058
895  610644  601535  1.49173
896  612425  602470  1.62545
897  614147  604722  1.53471
898  615900  606789  1.47933
899  617646  607919  1.57484
900  619423  609996  1.52187
901  621296  610942  1.66653
902  623096  611890  1.79844
903  625018  612840  1.94835
904  626731  616459  1.63891
905  628472  618368  1.60764
906  630177  621238  1.41842
907  632097  622964  1.44486
908  633998  624693  1.46764
909  635835  626619  1.4494
910  637736  628935  1.38002
911  639643  630289  1.4623
912  641638  632035  1.49661
913  643645  633784  1.53212
914  645589  635731  1.52705
915  647653  638267  1.44918
916  649504  640028  1.45902
917  651461  642379  1.39408
918  653379  643951  1.44297
919  655291  646707  1.30994
920  656994  648680  1.26539
921  658704  650263  1.28152
922  660547  652442  1.22696
923  662566  654229  1.25825
924  664807  657016  1.17195
