Serial  Exact_Count  Global_Count  Error
915  647653  626400  3.28154
916  649504  628100  3.29544
917  651461  629500  3.37104
918  653379  631500  3.34859
919  655291  633800  3.27961
920  656994  635500  3.27157
921  658704  637300  3.24941
922  660547  639700  3.15602
923  662566  642000  3.10399
924  664807  644100  3.11474
